"Notes"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Nov., 2018"	"2018/11"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	4884	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	1416	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	3651	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	1865	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	1786	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	1483	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	1093	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	390	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	52	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	409	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	26	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	383	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	403	Not Applicable	Not Applicable
	"Nov., 2018"	"2018/11"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	345	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Salmonella infections (A01-A02)"	"GR113-001"	7	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	629	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Tuberculosis (A16-A19)"	"GR113-004"	53	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Respiratory tuberculosis (A16)"	"GR113-005"	36	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other tuberculosis (A17-A19)"	"GR113-006"	17	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Meningococcal infection (A39)"	"GR113-009"	2	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Septicemia (A40-A41)"	"GR113-010"	3620	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Syphilis (A50-A53)"	"GR113-011"	1	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Viral hepatitis (B15-B19)"	"GR113-015"	409	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	456	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Malaria (B50-B54)"	"GR113-017"	1	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	714	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	51622	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	855	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	1262	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	930	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	4552	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	2333	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	3876	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	324	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	12164	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant melanoma of skin (C43)"	"GR113-028"	675	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasm of breast (C50)"	"GR113-029"	3869	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	358	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	1024	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	1196	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	2617	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	1191	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	1513	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	1434	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	5045	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Hodgkin disease (C81)"	"GR113-038"	79	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	1819	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Leukemia (C91-C95)"	"GR113-040"	1995	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	1135	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	17	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	6404	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1361	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Anemias (D50-D64)"	"GR113-045"	468	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	7663	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	957	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Malnutrition (E40-E46)"	"GR113-048"	919	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	38	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Meningitis (G00,G03)"	"GR113-050"	56	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Parkinson disease (G20-G21)"	"GR113-051"	3146	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Alzheimer disease (G30)"	"GR113-052"	10950	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	77082	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	58613	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	268	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Hypertensive heart disease (I11)"	"GR113-056"	4597	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	813	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	32590	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	9705	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	381	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	22504	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	5828	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	16676	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other heart diseases (I26-I51)"	"GR113-064"	20345	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Acute and subacute endocarditis (I33)"	"GR113-065"	151	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	87	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Heart failure (I50)"	"GR113-067"	7617	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	12490	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	3210	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	13111	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Atherosclerosis (I70)"	"GR113-071"	385	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	1763	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	898	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	865	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	395	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	4489	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Influenza (J09-J11)"	"GR113-077"	312	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Pneumonia (J12-J18)"	"GR113-078"	4177	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	26	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	20	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	6	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13909	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	35	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Emphysema (J43)"	"GR113-084"	659	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Asthma (J45-J46)"	"GR113-085"	310	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	12905	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	53	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	1635	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	3899	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Peptic ulcer (K25-K28)"	"GR113-090"	322	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Diseases of appendix (K35-K38)"	"GR113-091"	34	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Hernia (K40-K46)"	"GR113-092"	184	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	3789	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Alcoholic liver disease (K70)"	"GR113-094"	2036	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	1753	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	322	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	4647	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	70	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	17	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Renal failure (N17-N19)"	"GR113-100"	4558	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other disorders of kidney (N25,N27)"	"GR113-101"	2	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	75	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Hyperplasia of prostate (N40)"	"GR113-103"	51	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	16	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	79	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	2	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	77	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	809	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	839	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	3104	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"All other diseases (Residual) "	"GR113-111"	31310	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	13851	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	3351	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	3181	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	73	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	97	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	10500	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Falls (W00-W19)"	"GR113-118"	3277	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	41	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	149	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	290	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	5232	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	1511	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	3713	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	1898	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	1815	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	1556	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	1185	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	371	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	51	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	442	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	22	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	420	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	1	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	482	Not Applicable	Not Applicable
	"Dec., 2018"	"2018/12"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	385	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2018"
"Query Parameters:"
"Year/Month: 2018"
"Group By: Month; ICD-10 113 Cause List"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Apr 18, 2020 7:24:51 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Apr 18, 2020 7:24:51 AM"
"---"
Messages:
"1. Totals and Percent of Total are disabled when data are grouped by 113 or 130 Cause Lists. Check Caveats below for more"
"information."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"---"
Footnotes:
"1. A '#' symbol preceding the label indicates a rankable cause of death. More information."
"---"
Caveats:
"1. Totals and Percent of Total are disabled when data are grouped by a 113 or 130 Cause List because both aggregate and detailed"
"values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be"
"misleading."
"2. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/ucd.html#NotApplicableRates."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"4. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
